name,japanese_name,pokedex_number,generation,type1,type2,fully_evolved,weight_kg,height_m,hp,attack,defense,sp_attack,sp_defense,speed,base_total,capture_rate,exp_growth,base_happiness,base_egg_steps,percentage_male,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,is_legendary
Ducklett,Koaruhieコアルヒー,580,5,water,flying,0,5.5,0.5,62,44,50,44,50,55,305,190.0,1000000,70,5120,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Swanna,Swannaスワンナ,581,5,water,flying,1,24.2,1.3,75,87,63,87,63,98,473,45.0,1000000,70,5120,50.0,0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0
Vanillite,Vanipetiバニプッチ,582,5,ice,NT2,0,5.7,0.4,36,50,50,65,60,44,305,255.0,1250000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Vanillish,Vanirichバニリッチ,583,5,ice,NT2,0,41.0,1.1,51,65,65,80,75,59,395,120.0,1250000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Vanilluxe,Baivanillaバイバニラ,584,5,ice,NT2,1,57.5,1.3,71,95,85,110,95,79,535,45.0,1250000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Deerling,Shikijikaシキジカ,585,5,normal,grass,0,19.5,0.6,60,60,50,40,50,75,335,190.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Sawsbuck,Mebukijikaメブキジカ,586,5,normal,grass,1,92.5,1.9,80,100,70,60,70,95,475,75.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Emolga,Emongaエモンガ,587,5,electric,flying,1,5.0,0.4,55,75,60,75,60,103,428,200.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0
Karrablast,Kaburumoカブルモ,588,5,bug,NT2,0,5.9,0.5,50,75,45,40,45,60,315,200.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Escavalier,Chevargoシュバルゴ,589,5,bug,steel,1,33.0,1.0,70,135,105,60,105,20,495,75.0,1000000,70,3840,50.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0
Foongus,Tamagetakeタマゲタケ,590,5,grass,poison,0,1.0,0.2,69,55,45,55,55,15,294,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0
Amoonguss,Morobareruモロバレル,591,5,grass,poison,1,10.5,0.6,114,85,70,85,80,30,464,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0
Frillish,Pururillプルリル,592,5,water,ghost,0,33.0,1.2,55,40,50,65,85,40,335,190.0,1000000,70,5120,50.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0
Jellicent,Burungelブルンゲル,593,5,water,ghost,1,135.0,2.2,100,60,70,85,105,60,480,60.0,1000000,70,5120,50.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,0
Alomomola,Mamanbouママンボウ,594,5,water,NT2,1,31.6,1.2,165,75,80,40,45,65,470,75.0,800000,70,10240,50.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Joltik,Bachuruバチュル,595,5,bug,electric,0,0.6,0.1,50,47,50,57,50,65,319,190.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0
Galvantula,Dentulaデンチュラ,596,5,bug,electric,1,14.3,0.8,70,77,60,97,60,108,472,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0
Ferroseed,Tesseedテッシード,597,5,grass,steel,0,18.8,0.6,44,50,91,24,86,10,305,255.0,1000000,70,5120,50.0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0
Ferrothorn,Nutreyナットレイ,598,5,grass,steel,1,110.0,1.0,74,94,131,54,116,20,489,90.0,1000000,70,5120,50.0,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0
Klink,Giaruギアル,599,5,steel,NT2,0,21.0,0.3,40,55,70,45,60,30,300,130.0,1059860,70,5120,0.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0
Klang,Gigiaruギギアル,600,5,steel,NT2,0,51.0,0.6,60,80,95,70,85,50,440,60.0,1059860,70,5120,0.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0
Klinklang,Gigigiaruギギギアル,601,5,steel,NT2,1,81.0,0.6,60,100,115,70,85,90,520,30.0,1059860,70,5120,0.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0
Tynamo,Shibishirasuシビシラス,602,5,electric,NT2,0,0.3,0.2,35,55,40,45,40,60,275,190.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Eelektrik,Shibibeelシビビール,603,5,electric,NT2,0,22.0,1.2,65,85,70,75,70,40,405,60.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Eelektross,Shibirudonシビルドン,604,5,electric,NT2,1,80.5,2.1,85,115,80,105,80,50,515,30.0,1250000,70,5120,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0
Elgyem,Ligrayリグレー,605,5,psychic,NT2,0,9.0,0.5,55,55,55,85,55,30,335,255.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Beheeyem,Ohbemオーベム,606,5,psychic,NT2,1,34.5,1.0,75,75,75,125,95,40,485,90.0,1000000,70,5120,50.0,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0
Litwick,Hitomoshiヒトモシ,607,5,ghost,fire,0,3.1,0.3,50,30,55,65,55,20,275,190.0,1059860,70,5120,50.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0
Lampent,Lamplerランプラー,608,5,ghost,fire,0,13.0,0.6,60,40,60,95,60,55,370,90.0,1059860,70,5120,50.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0
Chandelure,Chandelaシャンデラ,609,5,ghost,fire,1,34.3,1.0,60,55,90,145,90,80,520,45.0,1059860,70,5120,50.0,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0
Axew,Kibagoキバゴ,610,5,dragon,NT2,0,18.0,0.6,46,87,60,30,40,57,320,75.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Fraxure,Onondoオノンド,611,5,dragon,NT2,0,36.0,1.0,66,117,70,40,50,67,410,60.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Haxorus,Ononokusオノノクス,612,5,dragon,NT2,1,105.5,1.8,76,147,90,60,70,97,540,45.0,1250000,35,10240,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Cubchoo,Kumasyunクマシュン,613,5,ice,NT2,0,8.5,0.5,55,70,40,60,40,40,305,120.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Beartic,Tunbearツンベアー,614,5,ice,NT2,1,260.0,2.6,95,130,80,70,80,50,505,60.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Cryogonal,Freegeoフリージオ,615,5,ice,NT2,1,148.0,1.1,80,50,50,95,135,105,515,25.0,1000000,70,6400,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,0
Shelmet,Chobomakiチョボマキ,616,5,bug,NT2,0,7.7,0.4,50,40,85,40,65,25,305,200.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Accelgor,Agilderアギルダー,617,5,bug,NT2,1,25.3,0.8,80,70,40,100,60,145,495,75.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Stunfisk,Maggyoマッギョ,618,5,ground,electric,1,11.0,0.7,109,66,84,81,99,32,471,75.0,1000000,70,5120,50.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,0
Mienfoo,Kojofuコジョフー,619,5,fighting,NT2,0,20.0,0.9,45,85,50,55,50,65,350,180.0,1059860,70,6400,50.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Mienshao,Kojondoコジョンド,620,5,fighting,NT2,1,35.5,1.4,65,125,60,95,60,105,510,45.0,1059860,70,6400,50.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Druddigon,Crimganクリムガン,621,5,dragon,NT2,1,139.0,1.6,77,120,90,60,90,48,485,45.0,1000000,70,7680,50.0,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,0
Golett,Gobitゴビット,622,5,ground,ghost,0,92.0,1.0,59,74,50,35,50,35,303,190.0,1000000,70,6400,0.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0
Golurk,Goloogゴルーグ,623,5,ground,ghost,1,330.0,2.8,89,124,80,55,80,55,483,90.0,1000000,70,6400,0.0,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,0
Pawniard,Komatanaコマタナ,624,5,dark,steel,0,10.2,0.5,45,85,70,40,40,60,340,120.0,1000000,35,5120,50.0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0
Bisharp,Kirikizanキリキザン,625,5,dark,steel,0,70.0,1.6,65,125,100,60,70,70,490,45.0,1000000,35,5120,50.0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,0
Bouffalant,Buffronバッフロン,626,5,normal,NT2,1,94.6,1.6,95,110,95,40,95,55,490,45.0,1000000,70,5120,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Rufflet,Washibonワシボン,627,5,normal,flying,0,10.5,0.5,70,83,50,37,50,60,350,190.0,1250000,70,5120,100.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Braviary,Warrgleウォーグル,628,5,normal,flying,1,41.0,1.5,100,123,75,57,75,80,510,60.0,1250000,70,5120,100.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Vullaby,Valchaiバルチャイ,629,5,dark,flying,0,9.0,0.5,70,55,75,45,65,60,370,190.0,1250000,35,5120,0.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0
Mandibuzz,Vulginaバルジーナ,630,5,dark,flying,1,39.5,1.2,110,65,105,55,95,80,510,60.0,1250000,35,5120,0.0,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0
Heatmor,Kuitaranクイタラン,631,5,fire,NT2,1,58.0,1.4,85,97,66,105,66,65,484,90.0,1000000,70,5120,50.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Durant,Aiantアイアント,632,5,bug,steel,1,33.0,0.3,58,109,112,48,48,109,484,90.0,1000000,70,5120,50.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0
Deino,Monozuモノズ,633,5,dark,dragon,0,17.3,0.8,52,65,50,45,50,38,300,45.0,1250000,35,10240,50.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0
Zweilous,Diheadジヘッド,634,5,dark,dragon,0,50.0,1.4,72,85,70,65,70,58,420,45.0,1250000,35,10240,50.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0
Hydreigon,Sazandoraサザンドラ,635,5,dark,dragon,1,160.0,1.8,92,105,90,125,90,98,600,45.0,1250000,35,10240,50.0,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,0
Larvesta,Merlarvaメラルバ,636,5,bug,fire,0,28.8,1.1,55,85,55,50,55,60,360,45.0,1250000,70,10240,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0
Volcarona,Ulgamothウルガモス,637,5,bug,fire,1,46.0,1.6,85,60,65,135,105,100,550,15.0,1250000,70,10240,50.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,0
Cobalion,Cobalonコバルオン,638,5,steel,fighting,1,250.0,2.1,91,90,129,90,72,108,580,3.0,1250000,35,20480,0.0,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,1
Terrakion,Terrakionテラキオン,639,5,rock,fighting,1,260.0,1.9,91,129,90,72,90,108,580,3.0,1250000,35,20480,0.0,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,1
Virizion,Virizionビリジオン,640,5,grass,fighting,1,200.0,2.0,91,90,72,90,129,108,580,3.0,1250000,35,20480,0.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,1
Tornadus,Tornelos (keshin Forme)トルネロス,641,5,flying,NT2,1,63.0,1.5,79,115,70,125,80,111,580,3.0,1250000,90,30720,100.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1
Thundurus,Voltolos (keshin Forme)ボルトロス,642,5,electric,flying,1,61.0,1.5,79,115,70,125,80,111,580,3.0,1250000,90,30720,100.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,1
Reshiram,Reshiramレシラム,643,5,dragon,fire,1,330.0,3.2,100,120,100,150,120,90,680,3.0,1250000,0,30720,0.0,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1
Zekrom,Zekromゼクロム,644,5,dragon,electric,1,345.0,2.9,100,150,120,120,100,90,680,3.0,1250000,0,30720,0.0,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1
Landorus,Landlos (keshin Forme)ランドロス,645,5,ground,flying,1,68.0,1.5,89,125,90,115,80,101,600,3.0,1250000,90,30720,100.0,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,1
Kyurem,Kyuremキュレム,646,5,dragon,ice,1,325.0,3.0,125,130,90,130,90,95,660,3.0,1250000,0,30720,0.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1
Keldeo,Keldeo (itsumo No Sugata)ケルディオ,647,5,water,fighting,1,48.5,1.4,91,72,90,129,90,108,580,3.0,1250000,35,20480,0.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1
Meloetta,Meloetta (step Forme)メロエッタ,648,5,normal,psychic,1,6.5,0.6,100,77,77,128,128,90,600,3.0,1250000,100,30720,0.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1
Genesect,Genesectゲノセクト,649,5,bug,steel,1,82.5,1.5,71,120,95,120,95,99,600,3.0,1250000,0,30720,0.0,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1
Chespin,Harimaronハリマロン,650,6,grass,NT2,0,9.0,0.4,56,61,65,48,45,38,313,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Quilladin,Hariborgハリボーグ,651,6,grass,NT2,0,29.0,0.7,61,78,95,56,58,57,405,45.0,1059860,70,5120,88.1,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Chesnaught,Brigarronブリガロン,652,6,grass,fighting,1,90.0,1.6,88,107,122,74,75,64,530,45.0,1059860,70,5120,88.1,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,0
Fennekin,Fokkoフォッコ,653,6,fire,NT2,0,9.4,0.4,40,45,40,62,60,60,307,45.0,1059860,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Braixen,Tairenarテールナー,654,6,fire,NT2,0,14.5,1.0,59,59,58,90,70,73,409,45.0,1059860,70,5120,88.1,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Delphox,Mahoxyマフォクシー,655,6,fire,psychic,1,39.0,1.5,75,69,72,114,100,104,534,45.0,1059860,70,5120,88.1,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,0
Froakie,Keromatsuケロマツ,656,6,water,NT2,0,7.0,0.3,41,56,40,62,44,71,314,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Frogadier,Gekogashiraゲコガシラ,657,6,water,NT2,0,10.9,0.6,54,63,52,83,56,97,405,45.0,1059860,70,5120,88.1,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0
Greninja,Gekkougaゲッコウガ,658,6,water,dark,1,40.0,1.5,72,95,67,103,71,122,530,45.0,1059860,70,5120,88.1,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,0
Bunnelby,Horubeeホルビー,659,6,normal,NT2,0,5.0,0.4,38,36,38,32,36,57,237,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
Diggersby,Horudoホルード,660,6,normal,ground,1,42.4,1.0,85,56,77,50,77,78,423,127.0,1000000,70,3840,50.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0
Fletchling,Yayakomaヤヤコマ,661,6,normal,flying,0,1.7,0.3,45,50,43,40,38,62,278,255.0,1059860,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Fletchinder,Hinoyakomaヒノヤコマ,662,6,fire,flying,0,16.0,0.7,62,73,55,56,52,84,382,120.0,1059860,70,3840,50.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0
Talonflame,Fiarrowファイアロー,663,6,fire,flying,1,24.5,1.2,78,81,71,74,69,126,499,45.0,1059860,70,3840,50.0,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0
Scatterbug,Kofukimushiコフキムシ,664,6,bug,NT2,0,2.5,0.3,38,35,40,27,25,35,200,255.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Spewpa,Kofuuraiコフーライ,665,6,bug,NT2,0,8.4,0.3,45,22,60,27,30,29,213,120.0,1000000,70,3840,50.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0
Vivillon,Viviyonビビヨン,666,6,bug,flying,1,17.0,1.2,80,52,50,90,50,89,411,45.0,1000000,70,3840,50.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0
Litleo,Shishikoシシコ,667,6,fire,normal,0,13.5,0.6,62,50,58,73,54,72,369,220.0,1059860,70,5120,11.2,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Pyroar,Kaenjishiカエンジシ,668,6,fire,normal,1,81.5,1.5,86,68,72,109,66,106,507,65.0,1059860,70,5120,11.2,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0
Flabébé,Flabebeフラベベ,669,6,fairy,NT2,0,0.1,0.1,44,38,39,61,79,42,303,225.0,1000000,70,5120,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Floette,Floetteフラエッテ,670,6,fairy,NT2,0,0.9,0.2,54,45,47,75,98,52,371,120.0,1000000,70,5120,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Florges,Florgesフラージェス,671,6,fairy,NT2,1,10.0,1.1,78,65,68,112,154,75,552,45.0,1000000,70,5120,0.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0
Skiddo,Meecleメェークル,672,6,grass,NT2,0,31.0,0.9,66,65,48,62,57,52,350,200.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Gogoat,Gogoatゴーゴート,673,6,grass,NT2,1,91.0,1.7,123,100,62,97,81,68,531,45.0,1000000,70,5120,50.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,0
Pancham,Yanchamヤンチャム,674,6,fighting,NT2,0,8.0,0.6,67,82,62,46,48,43,348,220.0,1000000,70,6400,50.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0
Pangoro,Gorondaゴロンダ,675,6,fighting,dark,1,136.0,2.1,95,124,78,69,71,58,495,65.0,1000000,70,6400,50.0,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0
